id,value,Author,Skill Statement,parent_id,Keywords,Standards,Certifications,Occupation Major Groups,Occupation Minor Groups,Broad Occupations,Detailed Occupations,O*Net Job Codes,Employers,Alignment Name,Alignment URL,Alignment Framework
https://osmt.wgu.edu/api/skills/5eccaf17-549b-4883-8fd9-62461c867a37,Student Self-Monitoring Methods Selection,Western Governors University,Select methods and strategies for student self-monitoring.,Student-Centered Learning,Student-Centered Learning; methods; strategies; self--monitoring; WGUSID: 6203,ISTE_Educators_4d; ISTE_Educators_7c; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3l; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_2b; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; InTASC_3p; NSQ_Teaching_C1,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Student-Centered Learning,https://skills.emsidata.com/skills/KS441136FKYNP8XFVLZ1,
https://osmt.wgu.edu/api/skills/b90eb167-7cdc-4a44-9a93-6e3966244b8c,Student Responsibility Strategies Evaluation,Western Governors University,Evaluate strategies intended to empower students to be responsible for their own learning.,Student-Centered Learning,Student-Centered Learning; Learning; responsible; WGUSID: 3184,ISTE_Educators_4d; ISTE_Educators_7c; ISTE_EdLeaders_2c; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.LD.4b; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3e; InTASC_3l; ISTE.Coach.PLF.5c; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_2b; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5cAAQEP_1a; ISTE.Coach.LD.4c; ISTE.Coach.CA.1b; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; InTASC_3p; InTASC_6m,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Student-Centered Learning,https://skills.emsidata.com/skills/KS441136FKYNP8XFVLZ1,
https://osmt.wgu.edu/api/skills/6e20c39f-bdfe-4eaf-a864-6ae0689ee7c9,Sustainable Learning Product Determination,Western Governors University,Determine the sustainability for learning products.,Sustainability,Competency-basedEducation:ProgramDesign2019; Sustainability; Learning Product; WGUSID: 8827,ISTE_Educators_7c; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ISTE_Educators_7b; InTASC_3l; ATD.Pers.CL; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE_Educators_1c; ISTE_EdLeaders_4a; ISTE_Educators_1b; ISTE.Coach.CA.1e; ISTE.Coach.C.3c; ISTE.Coach.PLF.5bISTE_Educators_1a,,13-0000; 25-0000,13-1000; 25-9000,13-1150; 25-9030,13-1151; 25-9031,,,Sustainability,https://skills.emsidata.com/skills/KS4413J75LBMGR4Z3T63,
https://osmt.wgu.edu/api/skills/e13bf797-1c57-4e63-9328-a2bdd63cb09c,Conduct Job Task Analysis,Western Governors University,Conduct a job task analysis.,Task Analysis,Task Analysis; WGUSID: 1170,ISTE_Educators_7c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; InTASC_3l; ATD.Org.ODC; ATD.Prof.LS; ATD.Pers.CL; ATD.Org.CBP; ATD.Prof.KM; ISTE_EdLeaders_2a; ATD.Prof.TDFISTE_Educators_7b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Task Analysis,https://skills.emsidata.com/skills/KS441757223CDGVMVFNW,
https://osmt.wgu.edu/api/skills/8c722530-c854-4016-bb58-1de9b5880911,Task Execution Analysis,Western Governors University,Analyze a task to help execute that task.,Task Analysis,Task Analysis; WGUSID: 171,ISTE_Educators_7c; ISTE_EdLeaders_2c; ATD.Prof.ID; ATD.Prof.TDF; InTASC_3l; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.TDFISTE_Educators_7b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Task Analysis,https://skills.emsidata.com/skills/KS441757223CDGVMVFNW,
https://osmt.wgu.edu/api/skills/2abda128-0605-447b-9f04-44c00f673972,Task Deconstruction,Western Governors University,Deconstruct tasks into component parts for analysis.,Task Analysis,Task Analysis; WGUSID: 1788,ISTE_Educators_7c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; InTASC_3l; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE_EdLeaders_2a; ATD.Prof.TDFISTE_Educators_7b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Task Analysis,https://skills.emsidata.com/skills/KS441757223CDGVMVFNW,
https://osmt.wgu.edu/api/skills/f9ab2b7a-05ed-4254-994b-c1509288e548,Educational Needs Identification,Western Governors University,Identify the educational needs of others.,Training And Development,Training and Development; Education; WGUSID: 3738,ISTE_EdLeaders_2c; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; InTASC_3l; ISTE.Coach.PLF.5c; ATD.Prof.LS; ISTE.Coach.DDM.6c; ATD.Pers.CL; ISTE.Coach.PLF.5a; ISTE.Coach.PLF.5cAAQEP_1a; ISTE_Educators_4a; ISTE_Educators_2a,,25-0000; 33-0000,25-4000; 25-9000; 33-1000; 33-3000,25-4020; 25-9030; 33-1010; 33-3020,25-4022; 25-9031,,,Training And Development,https://skills.emsidata.com/skills/KS122F96DJHT3ZXB8FCZ,
https://osmt.wgu.edu/api/skills/fc33d72a-8b78-4817-8530-9383b9a185fb,Design Principles Application,Western Governors University,Apply principles of aesthetics and usability to design learning experiences.,User Experience Design (UX),BSIT201901; BSITSW201901; BSITSWC201901; User Experience Design (UX); learning experiences; usability; WGUSID: 525,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3l; ATD.Prof.LS; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,User Experience Design (UX),https://skills.emsidata.com/skills/KS1202B652YN84D9KXMX,
https://osmt.wgu.edu/api/skills/775eb88f-640c-49c0-8a69-e0195ef1a5d1,Courseware Modification,Western Governors University,Modify courseware to meet the requirements of specific course deployment methods.,User Experience Design (UX),User Experience Design (UX); courseware; WGUSID: 5071,ISTE_EdLeaders_2c; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3l; ATD.Prof.KM; ISTE.Coach.PLF.5a; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_4b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,User Experience Design (UX),https://skills.emsidata.com/skills/KS1202B652YN84D9KXMX,
https://osmt.wgu.edu/api/skills/5b6a8bbb-d7b1-47d5-9194-ff93c03e4957,Graphical Elements Selection,Western Governors University,Select graphical elements that are consistent with organizational branding or style guidelines.,User Experience Design (UX),User Experience Design (UX); Branding; graphical elements; style guidelines; WGUSID: 911,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; InTASC_3l; ATD.Prof.LS; ATD.Prof.KM; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ATD.Prof.TDFISTE_Educators_2a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,User Experience Design (UX),https://skills.emsidata.com/skills/KS1202B652YN84D9KXMX,
https://osmt.wgu.edu/api/skills/18821714-6c51-4331-acb0-a4b8200d7b0a,Interface Design,Western Governors University,Design interfaces that are intuitive so learners may navigate courses.,User Experience Design (UX),User Experience Design (UX); learners; courses; interfaces; WGUSID: 2118,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3l; ATD.Prof.LS; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,User Experience Design (UX),https://skills.emsidata.com/skills/KS1202B652YN84D9KXMX,
https://osmt.wgu.edu/api/skills/fac6011c-c31a-4bc1-9730-11f2ce7ab033,Media Elements Selection,Western Governors University,Select media elements that are engaging and supportive of learning goals.,User Experience Design (UX),Learning; goals; engagement; User Experience Design (UX); media elements; WGUSID: 6202,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3l; ATD.Prof.LS; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE.Coach.C.3d; ISTE_EdLeaders_3c,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,User Experience Design (UX),https://skills.emsidata.com/skills/KS1202B652YN84D9KXMX,
https://osmt.wgu.edu/api/skills/c7d55467-a564-4185-be7c-fbb54d3962d8,Page Layouts Creation,Western Governors University,Create page layouts that enable learners to understand and find information.,User Experience Design (UX),information; User Experience Design (UX); learners; page layouts; WGUSID: 1669,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3l; ATD.Prof.LS; ATD.Prof.KM; ISTE.Coach.PLF.5a; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,User Experience Design (UX),https://skills.emsidata.com/skills/KS1202B652YN84D9KXMX,
https://osmt.wgu.edu/api/skills/9b84de9a-6916-461e-ae9f-4faf425fc21d,Design Programs Recommendation,Western Governors University,Make recommendations on digital visual creative design programs.,Visual Design,Visual Design; Photoshop; InDesign; design program; WGUSID: 5934,ISTE_Educators_4d; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; ATD.Prof.LS; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.C.3d; ISTE_Educators_2a; ISTE_EdLeaders_3e; ISTE.Coach.PLF.5bISTE_Educators_1c,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Visual Design,https://skills.emsidata.com/skills/ES7D007E896BF43B4EC9,
https://osmt.wgu.edu/api/skills/797d26ca-5ff6-4338-86ae-d8b38790f9cc,Employ Digital Visual Tools,Western Governors University,Employ knowledge of digital visual tools to design learning experiences.,Visual Design,Learning; experiences; Visual Design; design tools; WGUSID: 2852,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ATD.Prof.LS; ATD.Prof.KM; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.C.3d; ISTE.Coach.PLF.5aAAQEP_1a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Visual Design,https://skills.emsidata.com/skills/ES7D007E896BF43B4EC9,
https://osmt.wgu.edu/api/skills/7d3a74bb-cc70-4b7f-8cee-bae4ba43f7b4,Educational Visual Design Application,Western Governors University,Apply visual design practices to educational artifacts.,Visual Design,design; Education; Visual Design; WGUSID: 576,ATD.Prof.ID; ATD.Prof.TDF; ATD.Prof.LS; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_3a; ATD.Prof.TDFAAQEP_1a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Visual Design,https://skills.emsidata.com/skills/ES7D007E896BF43B4EC9,
https://osmt.wgu.edu/api/skills/fd958366-eabe-4bc7-b781-8fb389f1806d,Web-Based Product Formatting,Western Governors University,Format web-based learning products using Extensible Markup Language (XML).,Web Development,Learning; XML; Web Development; products; WGUSID: 3494,ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_2a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Web Development,https://skills.emsidata.com/skills/KS122Z36QK3N5097B5JH,
https://osmt.wgu.edu/api/skills/aab67fe5-ffc3-43f2-b6e9-c5ed443e4321,Web-Based Product Interactivity,Western Governors University,Include interactivity to web-based learning products using JavaScript.,Web Development,Learning; JavaScript; Web Development; products; WGUSID: 65,ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_4a; ISTE_EdLeaders_4b,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Web Development,https://skills.emsidata.com/skills/KS122Z36QK3N5097B5JH,
https://osmt.wgu.edu/api/skills/cf8c8fa4-c926-4d41-8d24-e7b46867c7ba,Construct Web-Based Learning Products,Western Governors University,Construct web-based learning products using extensible markup language (XML).,Web Development,Learning; XML; Web Development; product; WGUSID: 6362,ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_2a,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Web Development,https://skills.emsidata.com/skills/KS122Z36QK3N5097B5JH,
https://osmt.wgu.edu/api/skills/54631051-d157-4e24-baa2-ebd3b7d83af0,Writing Clear and Concise,Western Governors University,"Write in an accurate, clear, concise, and well-organized manner.",Written Communication,Written Communication; Writing; Academic Writing; Microsoft Outlook; WGUSID: 6955,ISTE_EdLeaders_2c; ATD.Prof.ID; ATD.Prof.TDF; ATD.Pers.CL; ATD.Pers.PM; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ATD.Prof.TDFAAQEP_1f; ATD.Pers.C,,19-0000; 25-0000; 33-0000,19-4000; 25-4000; 25-9000; 33-1000; 33-3000,19-4090; 25-4020; 25-9030; 33-1010; 33-3010; 33-3020; 33-3050,25-4022; 25-9031,,,Written Communication,https://skills.emsidata.com/skills/KS4425C63RPH46FJ9BX7,
https://osmt.wgu.edu/api/skills/c0c69985-50ee-4a12-989a-1aa3dbd618c4,Idea Creation Experimentation,Western Governors University,"Experiment with creating a novel or unique idea, question, system, or product by connecting ideas or solutions in novel ways.",Innovation,Innovation; BCore; AppBizSkl; WGUSID: 3321,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ATD.Org.FR; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.TDFISTE-Educators-1c; ISTE-Educators-3a; ISTE-Educators-3b; ISTE-Educators-4a; ISTE-Educators-4b; ISTE-Educators-4c; ISTE-Educators-4d; ISTE-Educators-5a; ISTE-Educators-5b; ISTE-Educators-5c; ISTE-Educators-6a; ISTE-Educators-6b; ISTE-Educators-6c; ISTE-Educators-6d; ISTE-Educators-7a; ISTE-Educators-7b; ISTE-Educators-7c; ISTE-EdLeaders-5b; ISTE-EdLeaders-5d; InTASC-3a; InTASC-3b; InTASC-3e; InTASC-3f; InTASC-3h; InTASC-3i; InTASC-3l; InTASC-3n; InTASC-3o; InTASC-4f; InTASC-4g; InTASC-5d; InTASC-6o; InTASC-8n; NICE-SP-RSK; NICE-SP-DEV; NICE-SP-ARC; NICE-SP-TRD; NICE-SP-SRP; NICE-SP-TST; NICE-SP-SYS; NICE-OM-ANA; NICE-OV-MGT; NICE-OV-PMA; NICE-AN-TWA; NICE-AN-EXP; NICE-AN-ASA; NICE-AN-TGT; NICE-AN-LNG; NICE-CO-CLO; NICE-CO-OPL; NICE-CO-OPS; CPHQ_Org_Leadership_A9; CAHIMS_Healthcare_Technology_Enviornments_A5; ACHE_1D1; AHIMA_AHIC_T207; AHIMA_AHIC_T315; AHIMA_AHIC_K126; NLN_CNE_5.9,,11-0000; 13-0000; 15-0000; 17-0000; 19-0000; 21-0000; 25-0000; 29-0000; 33-0000,11-3000; 13-1000; 13-2000; 15-1000; 15-1200; 15-2000; 17-2000; 17-3000; 19-3000; 19-4000; 21-1000; 25-1000; 25-4000; 25-9000; 29-1000; 33-1000,11-3030; 13-1020; 13-1110; 13-1160; 13-2010; 13-2030; 13-2040; 13-2060; 13-2080; 15-1120; 15-1210; 15-1230; 15-1250; 15-2030; 15-2040; 17-2080; 17-2110; 17-2190; 17-3020; 19-3010; 19-4060; 21-1090; 25-1010; 25-1020; 25-1040; 25-1050; 25-1060; 25-1070; 25-1080; 25-1120; 25-4020; 25-9010; 25-9030; 25-9090; 29-1140; 33-1010,11-3031; 13-1021; 13-1022; 13-1023; 13-1111; 13-1161; 13-2011; 13-2031; 13-2041; 13-2061; 13-2081; 15-1122; 15-1232; 15-1251; 15-1256; 15-1257; 15-2031; 15-2041; 17-2081; 17-2111; 17-2112; 17-2199; 17-3021; 17-3022; 17-3023; 17-3024; 17-3025; 17-3026; 17-3027; 17-3029; 19-3011; 19-4061; 21-1094; 25-1011; 25-1021; 25-1022; 25-1041; 25-1042; 25-1043; 25-1051; 25-1052; 25-1053; 25-1054; 25-1061; 25-1062; 25-1063; 25-1064; 25-1065; 25-1066; 25-1067; 25-1069; 25-1071; 25-1072; 25-1081; 25-1082; 25-1121; 25-1122; 25-1123; 25-1124; 25-1125; 25-1126; 25-4022; 25-9011; 25-9031; 25-9099; 29-1141,11-3031.00; 11-3031.02; 13-1021.00; 13-1022.00; 13-1023.00; 13-1111.00; 13-1161.00; 13-2011.00; 13-2011.01; 13-2031.00; 13-2041.00; 13-2061.00; 13-2081.00; 15-1122.00; 15-1251.00; 15-2041.00; 17-2081.00; 17-2081.01; 17-2111.00; 17-2111.01; 17-2111.02; 17-2111.03; 17-2112.00; 17-2112.01; 17-2199.00; 17-2199.01; 17-2199.02; 17-2199.03; 17-2199.04; 17-2199.05; 17-2199.06; 17-2199.07; 17-2199.08; 17-2199.09; 17-2199.10; 17-2199.11; 17-3021.00; 17-3022.00; 17-3023.00; 17-3023.01; 17-3023.03; 17-3024.00; 17-3024.01; 17-3025.00; 17-3026.00; 17-3027.00; 17-3027.01; 17-3029.00; 17-3029.01; 17-3029.02; 17-3029.03; 17-3029.04; 17-3029.05; 17-3029.06; 17-3029.07; 17-3029.08; 17-3029.09; 17-3029.10; 17-3029.11; 17-3029.12; 19-3011.00; 19-4061.00; 21-1094.00; 25-1011.00; 25-1021.00; 25-1022.00; 25-1041.00; 25-1042.00; 25-1043.00; 25-1051.00; 25-1052.00; 25-1053.00; 25-1054.00; 25-1061.00; 25-1062.00; 25-1063.00; 25-1064.00; 25-1065.00; 25-1066.00; 25-1067.00; 25-1069.00; 25-1071.00; 25-1072.00; 25-1081.00; 25-1082.00; 25-1121.00; 25-1122.00; 25-1123.00; 25-1124.00; 25-1125.00; 25-1126.00; 25-9011.00; 25-9031.00; 25-9031.01; 25-9099.00; 29-1141.00; 29-1141.01; 29-1141.02; 29-1141.03; 29-1141.04,,Innovation,https://skills.emsidata.com/skills/KS1253H61TTR1FZWSRH4,
https://osmt.wgu.edu/api/skills/0a086fc1-0617-4169-81ba-0cd2618f7487,Opportunities for Demonstration of Student Knowledge,Western Governors University,Provide opportunities for students to demonstrate knowledge through a variety of products and performances using educational instructional content.,Curriculum Development,Certifications; Curriculum Development; WGUSID: 5803,InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_3c; ISTE_EdLeaders_3e,,11-0000; 25-0000,11-9000; 25-1000; 25-2000; 25-4000; 25-9000,11-9030; 25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/b9f325fd-1da9-493c-a0ab-9d2c778a6a11,Creative Design Strategies Implementation,Western Governors University,Implement design strategies in various creative design methods.,Visual Design,Strategy; Visual Design; method; WGUSID: 4159,ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ATD.Prof.LS; ATD.Prof.KM; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ATD.Prof.TDFISTE_Educators_1c,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Visual Design,https://skills.emsidata.com/skills/ES7D007E896BF43B4EC9,
https://osmt.wgu.edu/api/skills/5550b08d-edc5-49ac-bb5e-97d35f4658f7,Employ Visual Creative Design Tools,Western Governors University,Employ visual creative design tools with advanced features and capabilities.,Visual Design,Visual Design; design tools; WGUSID: 2868,ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ATD.Prof.LS; ATD.Prof.KM; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ATD.Prof.TDFISTE_Educators_1c,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Visual Design,https://skills.emsidata.com/skills/ES7D007E896BF43B4EC9,
https://osmt.wgu.edu/api/skills/7c33ad8c-2643-4cee-a4cd-d38492c51604,Provide Design and Development Guidance,Department of the Air Force and Western Governors University,Provide expert guidance on current design and development practices.,Instructional and Curriculum Design,Creative Thinking; organization; Design and Development; Design Sense,,,25-0000,25-9000,25-9030,25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/f5feaa04-e2fe-4a92-82a4-e830febb3318,Identify Resource Constraints,Department of the Air Force and Western Governors University,Identifies resource constraints that impact instructional systems design or development.,Instructional and Curriculum Design,Strategic Planning; Creative Thinking; organization; Design and Development; Instructional Systems Development,,,25-0000,25-9000,25-9030,25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/58e08730-b45c-4d8d-bb39-c9566cb633dd,Evaluate Curriculum Design Against Requirements,Department of the Air Force and Western Governors University,"Evaluates curriculum design against learning requirements, audience, and new technologies.",Instructional and Curriculum Design,Evaluation; organization; curriculum design; Design Sense,,,25-0000,25-9000,25-9030,25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/6575ce39-523b-40c3-8a25-59013d450990,Build Learning Assessments,Department of the Air Force and Western Governors University,Build methods of assessing learning and performance.,Instructional and Curriculum Design,Creative Thinking; organization; Assessments; Assessment Planning,,,25-0000,25-9000,25-9030,25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/74258a19-f583-4190-a022-19bc23ca802f,Select Instructional Design Strategy,Department of the Air Force and Western Governors University,Selects design strategy for required learning outcomes.,Instructional and Curriculum Design,Strategic Planning; learning outcomes; Design Sense; Instructional Systems Development,,,25-0000,25-9000,25-9030,25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
https://osmt.wgu.edu/api/skills/c9d31b89-845c-45df-ab06-d88c50e3d672,Develop Curriculum Materials,Department of the Air Force and Western Governors University,Develops curriculum and educational materials that meet the requirements of the needs assesment.,Instructional and Curriculum Design,organization; Design and Development; Design Sense; Instructional Systems Development,,,25-0000,25-9000,25-9030,25-9031,,,Instructional Design,https://skills.emsidata.com/skills/KS1256C6DBYG39V53J4V,
